feature,mean_abs_shap
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20,0.09757144
PWY-7616: methanol oxidation to carbon dioxide,0.09430855
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,0.09424348
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group,0.09399923
P221-PWY: octane oxidation,0.091509365
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II,0.091375135
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110,0.08321945
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,0.08252878
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum,0.081673995
TRPSYN-PWY: L-tryptophan biosynthesis,0.080722444
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae,0.080688626
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,0.07889726
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,0.07823056
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis,0.074978925
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",0.07439416
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0.07393123
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,0.07087284
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing),0.06894451
PWY-7392: taxadiene biosynthesis (engineered),0.06807084
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,0.06788704
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens,0.06782752
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus,0.06725491
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,0.0667189
PWY-7400: L-arginine biosynthesis IV (archaebacteria),0.0663536
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,0.06563066
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,0.06453267
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Denitrobacterium|s__Denitrobacterium_detoxificans,0.063245505
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,0.06291496
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,0.061827812
PWY66-389: phytol degradation,0.05934565
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum,0.059112377
PANTO-PWY: phosphopantothenate biosynthesis I,0.058399625
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.058068365
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",0.05756244
PWY-1861: formaldehyde assimilation II (RuMP Cycle),0.05625573
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),0.055621527
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,0.05357876
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,0.053269587
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,0.05284506
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,0.052685823
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,0.052608173
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,0.05240843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,0.0505988
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,0.04969961
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,0.049085863
PWY-5004: superpathway of L-citrulline metabolism,0.04866113
PWY-5845: superpathway of menaquinol-9 biosynthesis,0.048569083
PWY-7046: 4-coumarate degradation (anaerobic),0.04843211
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta,0.048271354
PWY-6151: S-adenosyl-L-methionine cycle I,0.047842823
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,0.047488537
PPGPPMET-PWY: ppGpp biosynthesis,0.04611861
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,0.04505162
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),0.04435066
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,0.04427801
PWY-6588: pyruvate fermentation to acetone,0.044009384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis,0.04291528
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),0.04267033
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,0.04263273
PWY-5676: acetyl-CoA fermentation to butanoate II,0.041201327
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis,0.04091885
PROPFERM-PWY: L-alanine fermentation to propanoate and acetate,0.040538236
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,0.04039493
PWY-6415: L-ascorbate biosynthesis V,0.040372748
PWY-5367: petroselinate biosynthesis,0.04025174
PWY-6606: guanosine nucleotides degradation II,0.03995482
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae,0.03990672
PWY-3841: folate transformations II,0.039849665
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,0.038588382
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae,0.037841234
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,0.037728176
GLUDEG-I-PWY: GABA shunt,0.037207145
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,0.036467876
PWY-6700: queuosine biosynthesis,0.03627229
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,0.035836525
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,0.03401038
PWY-6305: putrescine biosynthesis IV,0.031691164
PWY-622: starch biosynthesis,0.03116861
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,0.030802354
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,0.030532634
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),0.030489447
PWY-7456: mannan degradation,0.030126693
"PWY-7388: octanoyl-_acyl-carrier protein_ biosynthesis (mitochondria, yeast)",0.029701917
PWY-6123: inosine-5'-phosphate biosynthesis I,0.029611235
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,0.029273424
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast),0.029258061
PWY-6703: preQ0 biosynthesis,0.028878188
PWY-6749: CMP-legionaminate biosynthesis I,0.028806709
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),0.028329086
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci,0.028026717
PWY-5994: palmitate biosynthesis I (animals and fungi),0.027979916
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47,0.027963614
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,0.027528664
PWY-5941: glycogen degradation II (eukaryotic),0.027443847
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis,0.02732196
PWY-7003: glycerol degradation to butanol,0.02712328
PWY-5659: GDP-mannose biosynthesis,0.027048057
PWY0-1261: anhydromuropeptides recycling,0.02670396
KETOGLUCONMET-PWY: ketogluconate metabolism,0.025755541
PWY-5005: biotin biosynthesis II,0.025358213
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,0.02516707
PWY-7219: adenosine ribonucleotides de novo biosynthesis,0.025049457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans,0.024701918
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,0.024667947
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),0.02466186
PWY-5104: L-isoleucine biosynthesis IV,0.024133401
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241,0.023760336
ANAEROFRUCAT-PWY: homolactic fermentation,0.023509512
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,0.023410825
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,0.02300048
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,0.022689119
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale,0.022628399
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis,0.022547005
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,0.021975432
P42-PWY: incomplete reductive TCA cycle,0.021960758
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,0.021746749
PWY-6891: thiazole biosynthesis II (Bacillus),0.021525236
PWY-5686: UMP biosynthesis,0.021509385
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,0.021395147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38,0.021321839
COLANSYN-PWY: colanic acid building blocks biosynthesis,0.021175217
PYRIDNUCSAL-PWY: NAD salvage pathway I,0.02091262
PWY-6168: flavin biosynthesis III (fungi),0.020669619
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway),0.020422395
RHAMCAT-PWY: L-rhamnose degradation I,0.020322891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum,0.020302273
PWY-6895: superpathway of thiamin diphosphate biosynthesis II,0.020171
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria),0.0198157
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),0.019638194
PWY66-367: ketogenesis,0.019437747
PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast),0.019437473
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis,0.019246303
LACTOSECAT-PWY: lactose and galactose degradation I,0.01914539
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast),0.019122923
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,0.018945353
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I,0.018611254
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I,0.018336775
NAD-BIOSYNTHESIS-II: NAD salvage pathway II,0.018209003
PWY-5189: tetrapyrrole biosynthesis II (from glycine),0.01796593
PWY-7199: pyrimidine deoxyribonucleosides salvage,0.017836282
PWY-6612: superpathway of tetrahydrofolate biosynthesis,0.017658308
PWY-5384: sucrose degradation IV (sucrose phosphorylase),0.01754383
PWY-4984: urea cycle,0.01741664
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,0.017414095
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii,0.017377276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,0.017289378
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,0.017139608
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii,0.01698896
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense,0.016797671
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,0.016705086
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,0.016467746
CALVIN-PWY: Calvin-Benson-Bassham cycle,0.016425831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae,0.016298302
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,0.016240664
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli),0.016121835
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.016115837
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,0.015977556
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),0.015864274
PWY-3781: aerobic respiration I (cytochrome c),0.015803644
PWY-5177: glutaryl-CoA degradation,0.01576795
PWY66-409: superpathway of purine nucleotide salvage,0.015755119
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,0.015676169
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,0.015660815
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),0.015631206
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate),0.015608082
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum,0.015548185
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139,0.0154333
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation,0.015387796
PWY-5022: 4-aminobutanoate degradation V,0.015213368
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),0.015136685
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops,0.014981412
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance),0.014714451
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis,0.014706283
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",0.01470074
PWY-5747: 2-methylcitrate cycle II,0.0145864235
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",0.01442831
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",0.014360304
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,0.014324363
CITRULBIO-PWY: L-citrulline biosynthesis,0.01419222
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans,0.014022363
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),0.01389966
P441-PWY: superpathway of N-acetylneuraminate degradation,0.013834628
TCA: TCA cycle I (prokaryotic),0.013797801
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,0.0137554305
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),0.013747888
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",0.01335016
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens,0.013302219
PWY-6629: superpathway of L-tryptophan biosynthesis,0.013196262
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus,0.013128873
PWY-6731: starch degradation III,0.013006226
P108-PWY: pyruvate fermentation to propanoate I,0.012702919
PWY-6628: superpathway of L-phenylalanine biosynthesis,0.012632059
PWY-6317: galactose degradation I (Leloir pathway),0.012604949
PWY-6527: stachyose degradation,0.0125688985
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,0.012556065
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",0.012500798
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation,0.01238733
PWY-6572: chondroitin sulfate degradation I (bacterial),0.012236298
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III,0.012202363
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus,0.012164205
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,0.012134177
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans,0.012079429
HISTSYN-PWY: L-histidine biosynthesis,0.012013912
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95,0.011997903
PWY-6936: seleno-amino acid biosynthesis,0.011990726
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria),0.011863727
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis,0.011793032
"PWY-7013: L-1,2-propanediol degradation",0.011698936
PWY-5973: cis-vaccenate biosynthesis,0.01169611
UNINTEGRATED,0.011663131
DAPLYSINESYN-PWY: L-lysine biosynthesis I,0.0116380965
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,0.011635605
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I,0.011629877
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes),0.011520338
PWY-5690: TCA cycle II (plants and fungi),0.011318137
GLYCOCAT-PWY: glycogen degradation I (bacterial),0.011312826
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium),0.011259588
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae,0.011210106
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_secundus,0.011148344
PWY-5656: mannosylglycerate biosynthesis I,0.011105264
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),0.011014504
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,0.010986703
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III,0.010937652
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis,0.010731307
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus,0.010621365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans,0.010612807
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,0.010592072
PWY-5136: fatty acid &beta;-oxidation II (peroxisome),0.010570157
FAO-PWY: fatty acid &beta;-oxidation I,0.010482218
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis,0.010477501
"PWY-7237: myo-, chiro- and scillo-inositol degradation",0.010378686
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,0.010259515
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,0.010228717
