feature,mean_abs_shap
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi,0.0024095529032750434
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum,0.002369326755083502
PWY-6385: peptidoglycan biosynthesis III (mycobacteria),0.0023569937715087856
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis,0.002327015166195069
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis,0.0023224559262124207
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I,0.0021953080289244553
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,0.0021566039159858024
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,0.002152187228782699
CENTFERM-PWY: pyruvate fermentation to butanoate,0.0021323773619486798
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes,0.0019453210823002758
PWY-6317: galactose degradation I (Leloir pathway),0.0019443250373597503
PWY-3001: superpathway of L-isoleucine biosynthesis I,0.001944191123470705
CALVIN-PWY: Calvin-Benson-Bassham cycle,0.0018960626375501715
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,0.0018827427662646509
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,0.0018781975067242666
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis,0.001860693197750683
PWY-5941: glycogen degradation II (eukaryotic),0.0018210524220496726
PWY-7003: glycerol degradation to butanol,0.0018078380418558378
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,0.0018065610732377012
"PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",0.0017881284369059478
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),0.0017422213927121856
PWY-6588: pyruvate fermentation to acetone,0.0017349912681490095
P23-PWY: reductive TCA cycle I,0.0017126667657759059
PWY66-389: phytol degradation,0.001702194970573672
PWY-6595: superpathway of guanosine nucleotides degradation (plants),0.0016936217103892157
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),0.0016855885177453336
PWY66-399: gluconeogenesis III,0.0016735247795634442
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I,0.001672604837636125
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa,0.001670329413500518
GLUCARDEG-PWY: D-glucarate degradation I,0.0016616107753353996
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",0.0016332054377562598
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,0.0016146328082168163
P221-PWY: octane oxidation,0.0016081507454649604
PWY-5188: tetrapyrrole biosynthesis I (from glutamate),0.0016059140473280822
PWY-1861: formaldehyde assimilation II (RuMP Cycle),0.001590929813303966
METH-ACETATE-PWY: methanogenesis from acetate,0.0015858551030993474
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation,0.0015765786040176282
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,0.001572435645578594
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,0.0015317016936290209
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii,0.001496257413524863
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,0.0014771127810593895
PWY-6123: inosine-5'-phosphate biosynthesis I,0.001455325151287458
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,0.0014444503419022562
PANTO-PWY: phosphopantothenate biosynthesis I,0.001435790802924408
P124-PWY: Bifidobacterium shunt,0.0014303868784559628
PWY-5030: L-histidine degradation III,0.0014303536139630545
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II,0.00142528166205737
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis,0.0014147738913338347
PWY-6612: superpathway of tetrahydrofolate biosynthesis,0.0014118752775010783
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae,0.001388590698200212
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group,0.0013851945065099613
PWY-5004: superpathway of L-citrulline metabolism,0.00135068331201687
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,0.0013344405991439295
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,0.001303801365641699
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,0.0012944808611906038
PWY-6737: starch degradation V,0.0012922603207046323
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,0.001275170627368649
TRNA-CHARGING-PWY: tRNA charging,0.0012730816381191841
PWY66-422: D-galactose degradation V (Leloir pathway),0.001263146393149263
PWY-5667: CDP-diacylglycerol biosynthesis I,0.001251921344565735
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,0.0012413129700138738
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,0.0012334280993355996
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,0.0012280946079242995
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),0.00121892709847209
PWY0-1319: CDP-diacylglycerol biosynthesis II,0.0012140638944262928
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens,0.0012111325997887308
PWY-7199: pyrimidine deoxyribonucleosides salvage,0.0012080157357649175
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,0.0011986673688196222
PWY-7664: oleate biosynthesis IV (anaerobic),0.001198238146638852
PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast),0.0011901652817281234
PWY-6531: mannitol cycle,0.0011838490022549571
PWY-7616: methanol oxidation to carbon dioxide,0.0011723805453205632
PWY-6519: 8-amino-7-oxononanoate biosynthesis I,0.0011563444710242744
PWY-5088: L-glutamate degradation VIII (to propanoate),0.0011552034959636402
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,0.0011393216093369244
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",0.0011315963994214097
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20,0.001130396679959606
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,0.001129020658431922
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch),0.0011129547150798564
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,0.001110426028187983
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola,0.0010862260573203683
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,0.0010823676993669137
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,0.0010811415721681183
PWY66-398: TCA cycle III (animals),0.0010597822309238395
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",0.001042231635625585
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,0.0010204224612880416
THRESYN-PWY: superpathway of L-threonine biosynthesis,0.0010064001253443375
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,0.0009956552309918613
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,0.0009801403590199086
PWY-7209: superpathway of pyrimidine ribonucleosides degradation,0.000980117140684027
PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,0.0009790526152152932
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast),0.000972198833454218
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I,0.0009718016617672171
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,0.0009717949573419218
PWY-5097: L-lysine biosynthesis VI,0.0009711016369249654
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis,0.0009708318931500656
PWY-3841: folate transformations II,0.0009640290130517491
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III,0.0009559097771554675
PWY-5265: peptidoglycan biosynthesis II (staphylococci),0.0009554344289044949
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,0.0009537278839512044
PWY66-367: ketogenesis,0.000953449189988632
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,0.0009432880897859129
CITRULBIO-PWY: L-citrulline biosynthesis,0.0009337439438816509
PWY-5747: 2-methylcitrate cycle II,0.0009257099013270109
FASYN-ELONG-PWY: fatty acid elongation -- saturated,0.000923392657816778
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale,0.0009111081658588877
PWY-5973: cis-vaccenate biosynthesis,0.0009098693233476581
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli),0.000909052585072277
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline),0.0009043989024139108
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,0.0008980939858527902
PWY-6124: inosine-5'-phosphate biosynthesis II,0.0008955652875158901
FAO-PWY: fatty acid &beta;-oxidation I,0.0008917961682496229
RHAMCAT-PWY: L-rhamnose degradation I,0.0008904499044474445
TCA: TCA cycle I (prokaryotic),0.0008848159557977536
HISDEG-PWY: L-histidine degradation I,0.0008808398963689626
NAGLIPASYN-PWY: lipid IVA biosynthesis,0.0008708338258039919
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus,0.0008672915056073054
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_95,0.000863876602093858
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,0.0008609367292305309
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis,0.0008596145100798577
PWY-7663: gondoate biosynthesis (anaerobic),0.0008570273351669103
ARO-PWY: chorismate biosynthesis I,0.0008531365689755864
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,0.0008487423649694036
PWY-6895: superpathway of thiamin diphosphate biosynthesis II,0.0008364027876177031
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94,0.000833110374514891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,0.0008318379294362869
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,0.0008287424264965005
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,0.0008249268817285516
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0.0008198071479832941
PWY-5103: L-isoleucine biosynthesis III,0.0008155568665683298
PWY-6700: queuosine biosynthesis,0.0008127405766342767
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,0.000809793789327451
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,0.0008065917584754462
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,0.0008050276886861266
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180,0.0008007900873331109
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47,0.0007990160825610257
PWY-621: sucrose degradation III (sucrose invertase),0.0007962568583801331
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242,0.000792295523825966
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.0007905571945883418
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris,0.0007886207955942454
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),0.0007858315747665095
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",0.0007831489927400174
PWY-5989: stearate biosynthesis II (bacteria and plants),0.0007761518041105712
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,0.0007759024113322171
PWY-7315: dTDP-N-acetylthomosamine biosynthesis,0.000768705624686894
PWY66-400: glycolysis VI (metazoan),0.0007621444409871441
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum,0.0007613357380744827
PWY-6143: CMP-pseudaminate biosynthesis,0.0007563091518508783
PPGPPMET-PWY: ppGpp biosynthesis,0.0007391011691404
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Denitrobacterium|s__Denitrobacterium_detoxificans,0.0007343933487837703
PWY-5505: L-glutamate and L-glutamine biosynthesis,0.0007328881879163115
PWY-5136: fatty acid &beta;-oxidation II (peroxisome),0.0007274873606329181
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes),0.000726799417147668
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff,0.0007249117195244078
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli),0.0007231946270698854
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,0.000723053440653354
P164-PWY: purine nucleobases degradation I (anaerobic),0.0007211071868084391
PWY-4984: urea cycle,0.0007113972119986129
"PWY-7013: L-1,2-propanediol degradation",0.0007062192466743735
PWY-6415: L-ascorbate biosynthesis V,0.0007015830174174295
HISTSYN-PWY: L-histidine biosynthesis,0.0007014435290704683
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis,0.0007010328871236014
PWY0-862: (5Z)-dodec-5-enoate biosynthesis,0.0006998748668706925
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,0.0006904201927104616
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,0.0006850403128404093
DAPLYSINESYN-PWY: L-lysine biosynthesis I,0.000680991141236941
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,0.0006736771842719558
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme,0.000672578771969958
PWY-6163: chorismate biosynthesis from 3-dehydroquinate,0.0006724000111399225
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris,0.0006699984743679393
PWY-7234: inosine-5'-phosphate biosynthesis III,0.0006664387810678615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans,0.0006646668481426886
LACTOSECAT-PWY: lactose and galactose degradation I,0.0006601767693151166
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,0.0006506812935696462
PWY-5659: GDP-mannose biosynthesis,0.0006435075694147893
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum,0.0006377115146459071
PWY-5705: allantoin degradation to glyoxylate III,0.0006343789273304318
PWY-5484: glycolysis II (from fructose 6-phosphate),0.0006326409234986545
PWY-5676: acetyl-CoA fermentation to butanoate II,0.0006324835000815573
PWY0-781: aspartate superpathway,0.0006298325722931394
"PWY-7388: octanoyl-_acyl-carrier protein_ biosynthesis (mitochondria, yeast)",0.000628279186909112
PWY-6113: superpathway of mycolate biosynthesis,0.0006271675324191308
GLUDEG-I-PWY: GABA shunt,0.0006250075358345927
PWY0-1261: anhydromuropeptides recycling,0.0006242283454294712
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus,0.0006235859253587825
NONMEVIPP-PWY: methylerythritol phosphate pathway I,0.0006235025232796028
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate),0.0006230863556544859
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,0.0006208405959852763
PWY-7208: superpathway of pyrimidine nucleobases salvage,0.0006196725330337903
PWY-6353: purine nucleotides degradation II (aerobic),0.0006180276872056323
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,0.000613960043648096
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",0.000613349556073805
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I,0.0006118974358188903
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,0.0006100655846986796
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,0.0006080951790630712
PWY66-409: superpathway of purine nucleotide salvage,0.0006078378568957616
PWY-5177: glutaryl-CoA degradation,0.0006067046342312455
P621-PWY: nylon-6 oligomer degradation,0.0006050682243075226
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",0.0005999783535796673
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184,0.0005997751023212746
GLYCOCAT-PWY: glycogen degradation I (bacterial),0.0005988886217187171
NAD-BIOSYNTHESIS-II: NAD salvage pathway II,0.0005971087616802514
P161-PWY: acetylene degradation,0.0005958126019263425
PWY-5384: sucrose degradation IV (sucrose phosphorylase),0.0005892070707697268
PWY-7456: mannan degradation,0.000587499440784914
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,0.0005842668959564322
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,0.0005796735021400912
PWY-6891: thiazole biosynthesis II (Bacillus),0.0005753747209453138
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II,0.0005734008084157657
PWY-5994: palmitate biosynthesis I (animals and fungi),0.0005722576853115039
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis,0.0005663663915819547
PWY-7254: TCA cycle VII (acetate-producers),0.0005637635730946328
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,0.0005633678005624427
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans,0.0005587177397123693
PWY-6572: chondroitin sulfate degradation I (bacterial),0.0005556206652921106
PWY-5692: allantoin degradation to glyoxylate II,0.0005519466000116594
GLUCONEO-PWY: gluconeogenesis I,0.0005465590851628639
PWY-6549: L-glutamine biosynthesis III,0.000546046254015641
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",0.0005455672634199714
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.0005436680295651277
PWY-4981: L-proline biosynthesis II (from arginine),0.0005428136446698525
"PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)",0.0005421440746680449
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation,0.0005417032138212031
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),0.0005414981430392975
PWY-7242: D-fructuronate degradation,0.0005395690082128769
PWY-5686: UMP biosynthesis,0.0005394256311529473
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans,0.0005362712640408025
GALACTARDEG-PWY: D-galactarate degradation I,0.0005357044616744697
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,0.000534359507006813
